"VESSEL","STATION","LAT_DD","LON_DD","SPP_LABS","WEIGHT","COUNT"
"Vesteraalen","N4",57.297379,-164.03071,"Pollock",8.67,7
"Vesteraalen","N4",57.297379,-164.03071,"RockSole",17.88,203.181818181818
"Vesteraalen","N4",57.297379,-164.03071,"StarryFlounder",1.83,3
"Vesteraalen","N4",57.297379,-164.03071,"YellowfinSole",11.42,28.2362637362637
"Vesteraalen","N5",57.131484,-164.028131,"Other",31.76,46.4432132963989
"Vesteraalen","N5",57.131484,-164.028131,"PacificCod",0.38,6
"Vesteraalen","N5",57.131484,-164.028131,"Pollock",39.37,43.907063197026
"Vesteraalen","N5",57.131484,-164.028131,"RockSole",29.25,96.8543046357616
"Vesteraalen","N5",57.131484,-164.028131,"StarryFlounder",3.11,5
"Vesteraalen","N5",57.131484,-164.028131,"YellowfinSole",30.77,90.7669616519174
"Vesteraalen","N6",56.96556,-164.025575,"Other",16.3086046511628,34.2790697674419
"Vesteraalen","N6",56.96556,-164.025575,"PacificCod",9.07,8
"Vesteraalen","N6",56.96556,-164.025575,"Pollock",44.75,67.3321759259259
"Vesteraalen","N6",56.96556,-164.025575,"RockSole",30.4658139534884,100.093023255814
"Vesteraalen","N6",56.96556,-164.025575,"YellowfinSole",75.9455813953488,237.329941860465
"Vesteraalen","N7",56.799607,-164.023043,"Other",21.4394141001645,40.9613748511145
"Vesteraalen","N7",56.799607,-164.023043,"PacificCod",6.37,18
"Vesteraalen","N7",56.799607,-164.023043,"Pollock",78.52,167.712621359223
"Vesteraalen","N7",56.799607,-164.023043,"RockSole",101.770919970506,336.989801226843
"Vesteraalen","N7",56.799607,-164.023043,"YellowfinSole",82.650665929329,248.89780946395
"Vesteraalen","N8",56.633624,-164.020535,"Other",28.5728870292887,NA
"Vesteraalen","N8",56.633624,-164.020535,"PacificCod",16.72,18.8680555555556
"Vesteraalen","N8",56.633624,-164.020535,"Pollock",62.59,145.558139534884
"Vesteraalen","N8",56.633624,-164.020535,"RockSole",35.9782426778243,110.137477585176
"Vesteraalen","N8",56.633624,-164.020535,"YellowfinSole",17.208870292887,43.347280334728
"Vesteraalen","N9",56.467609,-164.018048,"Halibut",0.61,1
"Vesteraalen","N9",56.467609,-164.018048,"Other",30.06,32.7172011661808
"Vesteraalen","N9",56.467609,-164.018048,"PacificCod",89.79,81.0604166666667
"Vesteraalen","N9",56.467609,-164.018048,"Pollock",110.33,844.869369369369
"Vesteraalen","N9",56.467609,-164.018048,"RockSole",15.65,61.6141732283465
"Vesteraalen","N9",56.467609,-164.018048,"YellowfinSole",2.36,7
"Vesteraalen","O1",57.799886,-163.570139,"Other",2.1,25
"Vesteraalen","O1",57.799886,-163.570139,"PacificCod",0.07,2
"Vesteraalen","O1",57.799886,-163.570139,"RockSole",1.7,43.9655172413793
"Vesteraalen","O1",57.799886,-163.570139,"StarryFlounder",0.77,3
"Vesteraalen","O1",57.799886,-163.570139,"YellowfinSole",2.32,32
"Vesteraalen","O10",56.306498,-163.566152,"Other",100.018422712934,NA
"Vesteraalen","O10",56.306498,-163.566152,"PacificCod",14.41,16.3378684807256
"Vesteraalen","O10",56.306498,-163.566152,"Pollock",151.96,195.896869244936
"Vesteraalen","O10",56.306498,-163.566152,"RockSole",16.751167192429,69.2870662460568
"Vesteraalen","O10",56.306498,-163.566152,"YellowfinSole",3.79041009463722,8.15141955835962
"Vesteraalen","O11",56.140413,-163.565729,"Halibut",4.08,2
"Vesteraalen","O11",56.140413,-163.565729,"Other",62.4305712815234,213.177560473495
"Vesteraalen","O11",56.140413,-163.565729,"PacificCod",10.37,13.0714285714286
"Vesteraalen","O11",56.140413,-163.565729,"Pollock",64.97,128.537769784173
"Vesteraalen","O11",56.140413,-163.565729,"RockSole",85.4994287184766,293.812469822944
"Vesteraalen","O12",55.974294,-163.56531,"Halibut",2.41,4
"Vesteraalen","O12",55.974294,-163.56531,"Other",54.94,101.244486189383
"Vesteraalen","O12",55.974294,-163.56531,"PacificCod",23.98,49.4432989690722
"Vesteraalen","O12",55.974294,-163.56531,"Pollock",60.46,116.768240343348
"Vesteraalen","O12",55.974294,-163.56531,"RockSole",70.63,265.526315789474
"Vesteraalen","O13",55.808139,-163.564894,"Halibut",2.76,1
"Vesteraalen","O13",55.808139,-163.564894,"Other",134.403943661972,376.270406751423
"Vesteraalen","O13",55.808139,-163.564894,"PacificCod",18.62,10
"Vesteraalen","O13",55.808139,-163.564894,"Pollock",126.86,295.940902021773
"Vesteraalen","O13",55.808139,-163.564894,"RockSole",79.0088028169014,248.629099773466
"Vesteraalen","O13",55.808139,-163.564894,"YellowfinSole",5.26725352112676,6.58406690140845
"Vesteraalen","O14",55.641947,-163.564482,"Halibut",1.3,3
"Vesteraalen","O14",55.641947,-163.564482,"Other",115.753227176221,212.057013076806
"Vesteraalen","O14",55.641947,-163.564482,"PacificCod",29.48,33.0176
"Vesteraalen","O14",55.641947,-163.564482,"Pollock",30.76,41.7556561085973
"Vesteraalen","O14",55.641947,-163.564482,"RockSole",56.2767728237792,130.876215869254
"Vesteraalen","O15",55.475718,-163.564074,"GreatSculpin",1.09,1
"Vesteraalen","O15",55.475718,-163.564074,"Other",149.366834170854,479.846763055041
"Vesteraalen","O15",55.475718,-163.564074,"PacificCod",4.01,4
"Vesteraalen","O15",55.475718,-163.564074,"Pollock",41.54,50.5968331303289
"Vesteraalen","O15",55.475718,-163.564074,"RockSole",34.9547738693467,122.341708542714
"Vesteraalen","O15",55.475718,-163.564074,"StarryFlounder",26.3908542713568,8.73869346733668
"Vesteraalen","O15",55.475718,-163.564074,"YellowfinSole",5.76753768844221,8.73869346733668
"Vesteraalen","O16",55.309451,-163.563669,"GreatSculpin",5.86,3
"Vesteraalen","O16",55.309451,-163.563669,"Halibut",0.24,3
"Vesteraalen","O16",55.309451,-163.563669,"Other",1.15,5
"Vesteraalen","O16",55.309451,-163.563669,"PacificCod",14.74,44.6666666666667
"Vesteraalen","O16",55.309451,-163.563669,"Pollock",24.19,29.2857142857143
"Vesteraalen","O16",55.309451,-163.563669,"RockSole",63.08,246.40625
"Vesteraalen","O16",55.309451,-163.563669,"StarryFlounder",1.42,3
"Vesteraalen","O16",55.309451,-163.563669,"YellowfinSole",0.94,4
"Vesteraalen","O17",55.143145,-163.563268,"Other",13.06,22.7785234899329
"Vesteraalen","O17",55.143145,-163.563268,"RockSole",48.99,302.140969162996
"Vesteraalen","O17",55.143145,-163.563268,"StarryFlounder",23.81,50.8140243902439
"Vesteraalen","O2",57.634064,-163.569679,"Other",46.13,77.2122655731773
"Vesteraalen","O2",57.634064,-163.569679,"PacificCod",0.27,3
"Vesteraalen","O2",57.634064,-163.569679,"Pollock",0.04,2
"Vesteraalen","O2",57.634064,-163.569679,"RockSole",2.84,39.8130841121495
"Vesteraalen","O2",57.634064,-163.569679,"StarryFlounder",7.07,20.5922330097087
"Vesteraalen","O2",57.634064,-163.569679,"YellowfinSole",1.74,12.0833333333333
"Vesteraalen","O3",57.468216,-163.569224,"Halibut",0.52,1
"Vesteraalen","O3",57.468216,-163.569224,"Other",72.6,149.478512360724
"Vesteraalen","O3",57.468216,-163.569224,"PacificCod",0.31,2
"Vesteraalen","O3",57.468216,-163.569224,"RockSole",11.19,119.418972332016
"Vesteraalen","O3",57.468216,-163.569224,"StarryFlounder",11.06,29.2866043613707
"Vesteraalen","O3",57.468216,-163.569224,"YellowfinSole",14.08,45.5057034220532
"Vesteraalen","O4",57.302343,-163.568773,"Other",63.9929325197416,103.892747145868
"Vesteraalen","O4",57.302343,-163.568773,"PacificCod",4.81,2
"Vesteraalen","O4",57.302343,-163.568773,"Pollock",3.79,4
"Vesteraalen","O4",57.302343,-163.568773,"RockSole",39.8140272792534,190.123163973963
"Vesteraalen","O4",57.302343,-163.568773,"StarryFlounder",26.3090344580043,23.3650394831299
"Vesteraalen","O4",57.302343,-163.568773,"YellowfinSole",15.2340057430007,32.7110552763819
"Vesteraalen","O5",57.136443,-163.568326,"GreatSculpin",2.85,1
"Vesteraalen","O5",57.136443,-163.568326,"Other",13.72,24
"Vesteraalen","O5",57.136443,-163.568326,"PacificCod",5.12,16.5755395683453
"Vesteraalen","O5",57.136443,-163.568326,"Pollock",5.93,5
"Vesteraalen","O5",57.136443,-163.568326,"RockSole",20.32,52.4694835680751
"Vesteraalen","O5",57.136443,-163.568326,"StarryFlounder",2.47,1
"Vesteraalen","O5",57.136443,-163.568326,"YellowfinSole",18.34,58.7551487414188
"Vesteraalen","O6",56.970514,-163.567883,"Other",2.7,1.8
"Vesteraalen","O6",56.970514,-163.567883,"PacificCod",4.13,41.3
"Vesteraalen","O6",56.970514,-163.567883,"Pollock",12.34,59.5176848874598
"Vesteraalen","O6",56.970514,-163.567883,"RockSole",15.54,37.7184466019417
"Vesteraalen","O6",56.970514,-163.567883,"StarryFlounder",0.82,1
"Vesteraalen","O6",56.970514,-163.567883,"YellowfinSole",7.56,10.2944680851064
"Vesteraalen","O7",56.804557,-163.567445,"Other",4.02,7
"Vesteraalen","O7",56.804557,-163.567445,"PacificCod",5.46,33.6398104265403
"Vesteraalen","O7",56.804557,-163.567445,"Pollock",29.62,46.0017256255393
"Vesteraalen","O7",56.804557,-163.567445,"RockSole",11.22,37.0630630630631
"Vesteraalen","O7",56.804557,-163.567445,"YellowfinSole",4.76,8
"Vesteraalen","O8",56.638569,-163.56701,"Other",27.52,62.8514040687365
"Vesteraalen","O8",56.638569,-163.56701,"PacificCod",13.74,25.9245283018868
"Vesteraalen","O8",56.638569,-163.56701,"Pollock",60.73,125.995850622407
"Vesteraalen","O8",56.638569,-163.56701,"RockSole",10.45,29.4366197183099
"Vesteraalen","O8",56.638569,-163.56701,"YellowfinSole",21,45.7516339869281
"Vesteraalen","O9",56.47255,-163.566579,"GreatSculpin",0.96,1
"Vesteraalen","O9",56.47255,-163.566579,"Halibut",1.42,3
"Vesteraalen","O9",56.47255,-163.566579,"Other",17.7202889150943,42.9310141509434
"Vesteraalen","O9",56.47255,-163.566579,"PacificCod",76.86,107.546641791045
"Vesteraalen","O9",56.47255,-163.566579,"Pollock",208.98,349.075723830735
"Vesteraalen","O9",56.47255,-163.566579,"RockSole",63.6184905660377,231.059893096989
"Vesteraalen","O9",56.47255,-163.566579,"YellowfinSole",22.1612205188679,87.7093160377358
"Vesteraalen","P1",57.799376,-163.101616,"Other",3.7,18
"Vesteraalen","P1",57.799376,-163.101616,"PacificCod",0.16,3
"Vesteraalen","P1",57.799376,-163.101616,"Pollock",0.26,20
"Vesteraalen","P1",57.799376,-163.101616,"RockSole",2.95,61.2264150943396
"Vesteraalen","P1",57.799376,-163.101616,"StarryFlounder",2.92,3
"Vesteraalen","P1",57.799376,-163.101616,"YellowfinSole",0.83,9
"Vesteraalen","P10",56.306008,-163.116655,"Halibut",1.82,1
"Vesteraalen","P10",56.306008,-163.116655,"Other",38.19,63.5897122083232
"Vesteraalen","P10",56.306008,-163.116655,"PacificCod",25.61,2.7970390146229
"Vesteraalen","P10",56.306008,-163.116655,"Pollock",17.25,NA
"Vesteraalen","P10",56.306008,-163.116655,"RockSole",28.5,91.031941031941
"Vesteraalen","P10",56.306008,-163.116655,"YellowfinSole",4.91,9
"Vesteraalen","P11",56.139925,-163.118252,"Halibut",0.44,1
"Vesteraalen","P11",56.139925,-163.118252,"Other",72.6645427553444,127.71080760095
"Vesteraalen","P11",56.139925,-163.118252,"PacificCod",5.84,3
"Vesteraalen","P11",56.139925,-163.118252,"Pollock",180.12,228.385460693153
"Vesteraalen","P11",56.139925,-163.118252,"RockSole",28.2987470308789,90.5077197149644
"Vesteraalen","P11",56.139925,-163.118252,"YellowfinSole",8.32671021377672,12.0676959619953
"Vesteraalen","P12",55.973808,-163.119833,"Other",113.862508361204,182.623188405797
"Vesteraalen","P12",55.973808,-163.119833,"PacificCod",4.31,5
"Vesteraalen","P12",55.973808,-163.119833,"Pollock",69.05,91.7842535787321
"Vesteraalen","P12",55.973808,-163.119833,"RockSole",144.637491638796,495.333875475329
"Vesteraalen","P13",55.807655,-163.121401,"GreatSculpin",4.69,2
"Vesteraalen","P13",55.807655,-163.121401,"Halibut",11.63,6
"Vesteraalen","P13",55.807655,-163.121401,"Other",103.473471502591,136.502285544383
"Vesteraalen","P13",55.807655,-163.121401,"PacificCod",6.67,3
"Vesteraalen","P13",55.807655,-163.121401,"Pollock",36.28,65.6453558504222
"Vesteraalen","P13",55.807655,-163.121401,"RockSole",91.9265284974093,329.485765223689
"Vesteraalen","P14",55.641466,-163.122955,"GreatSculpin",1.34,1
"Vesteraalen","P14",55.641466,-163.122955,"Halibut",1.36,6
"Vesteraalen","P14",55.641466,-163.122955,"Other",104.051713483146,273.608146067416
"Vesteraalen","P14",55.641466,-163.122955,"PacificCod",1,5.63380281690141
"Vesteraalen","P14",55.641466,-163.122955,"Pollock",10.5,11.7977528089888
"Vesteraalen","P14",55.641466,-163.122955,"RockSole",120.938511235955,924.370786516854
"Vesteraalen","P14",55.641466,-163.122955,"YellowfinSole",49.2997752808989,192.577247191011
"Vesteraalen","P16",55.308974,-163.126021,"Other",1.16,5
"Vesteraalen","P16",55.308974,-163.126021,"RockSole",1.56,32.0547945205479
"Vesteraalen","P16",55.308974,-163.126021,"StarryFlounder",0.42,2
"Vesteraalen","P16",55.308974,-163.126021,"YellowfinSole",0.01,1
"Vesteraalen","P2",57.633556,-163.103349,"Other",8.03,24.377581120944
"Vesteraalen","P2",57.633556,-163.103349,"PacificCod",0.02,1
"Vesteraalen","P2",57.633556,-163.103349,"Pollock",0.1,2
"Vesteraalen","P2",57.633556,-163.103349,"RockSole",3.16,77.0731707317073
"Vesteraalen","P2",57.633556,-163.103349,"StarryFlounder",0.88,2
"Vesteraalen","P2",57.633556,-163.103349,"YellowfinSole",1.01,8
"Vesteraalen","P3",57.467711,-163.105067,"Other",21.03,64.8330800130279
"Vesteraalen","P3",57.467711,-163.105067,"PacificCod",0.33,2
"Vesteraalen","P3",57.467711,-163.105067,"Pollock",0.06,9
"Vesteraalen","P3",57.467711,-163.105067,"RockSole",16.36,24.3142250530786
"Vesteraalen","P3",57.467711,-163.105067,"StarryFlounder",9.53,16.3371428571429
"Vesteraalen","P3",57.467711,-163.105067,"YellowfinSole",3.33,15
"Vesteraalen","P4",57.30184,-163.106768,"GreatSculpin",1.21,1
"Vesteraalen","P4",57.30184,-163.106768,"Other",33.9773598035203,88.8611370833962
"Vesteraalen","P4",57.30184,-163.106768,"PacificCod",0.14,2
"Vesteraalen","P4",57.30184,-163.106768,"Pollock",4.74,4
"Vesteraalen","P4",57.30184,-163.106768,"RockSole",17.0084404420794,124.149200307149
"Vesteraalen","P4",57.30184,-163.106768,"StarryFlounder",15.3112075317233,18.0556692591077
"Vesteraalen","P4",57.30184,-163.106768,"YellowfinSole",34.052992222677,80.6942943665333
"Vesteraalen","P5",57.135942,-163.108454,"Other",58.0648866799205,94.130182028397
"Vesteraalen","P5",57.135942,-163.108454,"Pollock",1.27,1
"Vesteraalen","P5",57.135942,-163.108454,"RockSole",40.7839045725646,149.57422214877
"Vesteraalen","P5",57.135942,-163.108454,"StarryFlounder",9.96007952286282,15.7264413518887
"Vesteraalen","P5",57.135942,-163.108454,"YellowfinSole",35.9611292246521,99.6007952286282
"Vesteraalen","P6",56.970016,-163.110125,"Other",17.0886078782453,34.4670528377815
"Vesteraalen","P6",56.970016,-163.110125,"PacificCod",0.06,4
"Vesteraalen","P6",56.970016,-163.110125,"Pollock",0.62,1
"Vesteraalen","P6",56.970016,-163.110125,"RockSole",94.7422157564906,793.407718157803
"Vesteraalen","P6",56.970016,-163.110125,"StarryFlounder",5.20484333034915,7.03357206803939
"Vesteraalen","P6",56.970016,-163.110125,"YellowfinSole",49.0943330349149,256.144346269122
"Vesteraalen","P7",56.804061,-163.11178,"Halibut",0.75,3
"Vesteraalen","P7",56.804061,-163.11178,"Other",43.6300735710243,NA
"Vesteraalen","P7",56.804061,-163.11178,"PacificCod",2.03,8
"Vesteraalen","P7",56.804061,-163.11178,"Pollock",0.11,14
"Vesteraalen","P7",56.804061,-163.11178,"RockSole",233.854623655914,948.059285091543
"Vesteraalen","P7",56.804061,-163.11178,"YellowfinSole",82.6953027730617,346.166383701188
"Vesteraalen","P8",56.638075,-163.11342,"GreatSculpin",7.95,4.18421052631579
"Vesteraalen","P8",56.638075,-163.11342,"Halibut",2.12,5
"Vesteraalen","P8",56.638075,-163.11342,"Other",25.4237075718016,53.1592689295039
"Vesteraalen","P8",56.638075,-163.11342,"PacificCod",12.09,22.9194312796209
"Vesteraalen","P8",56.638075,-163.11342,"Pollock",45.86,66.721629485936
"Vesteraalen","P8",56.638075,-163.11342,"RockSole",312.572976501305,1353.12976840392
"Vesteraalen","P8",56.638075,-163.11342,"YellowfinSole",30.2533159268929,133.864229765013
"Vesteraalen","P9",56.472058,-163.115045,"GreatSculpin",9.32,2
"Vesteraalen","P9",56.472058,-163.115045,"Other",52.3395429616088,90.654478976234
"Vesteraalen","P9",56.472058,-163.115045,"PacificCod",28.95,26.3421292083712
"Vesteraalen","P9",56.472058,-163.115045,"Pollock",142.7,179.722921914358
"Vesteraalen","P9",56.472058,-163.115045,"RockSole",65.2405118829982,266.287803604074
"Vesteraalen","P9",56.472058,-163.115045,"YellowfinSole",42.0299451553931,134.424131627057
"Vesteraalen","Q1",57.797112,-162.633129,"Other",1.42,44.5490196078431
"Vesteraalen","Q1",57.797112,-162.633129,"PacificCod",0.07,4
"Vesteraalen","Q1",57.797112,-162.633129,"RockSole",1.15,49.2857142857143
"Vesteraalen","Q1",57.797112,-162.633129,"StarryFlounder",1.66,2
"Vesteraalen","Q1",57.797112,-162.633129,"YellowfinSole",0.53,5.40816326530612
"Vesteraalen","Q10",56.303833,-162.667192,"Other",77.38,128.007273241141
"Vesteraalen","Q10",56.303833,-162.667192,"Pollock",27.34,36.5141903171953
"Vesteraalen","Q10",56.303833,-162.667192,"RockSole",75.42,216.413199426112
"Vesteraalen","Q10",56.303833,-162.667192,"StarryFlounder",8.49,3
"Vesteraalen","Q10",56.303833,-162.667192,"YellowfinSole",25.16,46.9402985074627
"Vesteraalen","Q11",56.137759,-162.670806,"Other",64.86,137.89918176505
"Vesteraalen","Q11",56.137759,-162.670806,"PacificCod",1.01,3
"Vesteraalen","Q11",56.137759,-162.670806,"Pollock",11.1,27
"Vesteraalen","Q11",56.137759,-162.670806,"RockSole",136.05,362.316910785619
"Vesteraalen","Q11",56.137759,-162.670806,"StarryFlounder",5.89,3
"Vesteraalen","Q11",56.137759,-162.670806,"YellowfinSole",3.98,8
"Vesteraalen","Q12",55.971651,-162.674389,"Other",49.6951826363155,135.224986765484
"Vesteraalen","Q12",55.971651,-162.674389,"PacificCod",3.84,7
"Vesteraalen","Q12",55.971651,-162.674389,"Pollock",170.94,282.545454545455
"Vesteraalen","Q12",55.971651,-162.674389,"RockSole",235.629539438857,829.681476897382
"Vesteraalen","Q12",55.971651,-162.674389,"StarryFlounder",12.5083112758073,8.45156167284277
"Vesteraalen","Q12",55.971651,-162.674389,"YellowfinSole",21.4669666490206,59.1609317098994
"Vesteraalen","Q13",55.805507,-162.677939,"GreatSculpin",1.62,1.90588235294118
"Vesteraalen","Q13",55.805507,-162.677939,"Halibut",0.41,4
"Vesteraalen","Q13",55.805507,-162.677939,"Other",11.4777884615385,38.7788461538462
"Vesteraalen","Q13",55.805507,-162.677939,"PacificCod",4.39,15
"Vesteraalen","Q13",55.805507,-162.677939,"Pollock",7.73,13
"Vesteraalen","Q13",55.805507,-162.677939,"RockSole",166.205769230769,1303.57466063348
"Vesteraalen","Q13",55.805507,-162.677939,"StarryFlounder",57.35125,41.0384615384615
"Vesteraalen","Q13",55.805507,-162.677939,"YellowfinSole",10.8751923076923,30.7788461538462
"Vesteraalen","Q14",55.639327,-162.681458,"GreatSculpin",0.32,1
"Vesteraalen","Q14",55.639327,-162.681458,"Halibut",0.33,5
"Vesteraalen","Q14",55.639327,-162.681458,"Other",1.56,2
"Vesteraalen","Q14",55.639327,-162.681458,"Pollock",0.14,9
"Vesteraalen","Q14",55.639327,-162.681458,"RockSole",19.25,146.748878923767
"Vesteraalen","Q14",55.639327,-162.681458,"StarryFlounder",7.53,9
"Vesteraalen","Q14",55.639327,-162.681458,"YellowfinSole",7.74,86
"Vesteraalen","Q15",55.473109,-162.684946,"GreatSculpin",0.15,2
"Vesteraalen","Q15",55.473109,-162.684946,"Other",3.32,26.5970149253731
"Vesteraalen","Q15",55.473109,-162.684946,"RockSole",2.79,68.8888888888889
"Vesteraalen","Q15",55.473109,-162.684946,"StarryFlounder",0.44,2
"Vesteraalen","Q15",55.473109,-162.684946,"YellowfinSole",5,67.5675675675676
"Vesteraalen","Q2",57.631302,-162.637056,"Other",0.86,20
"Vesteraalen","Q2",57.631302,-162.637056,"PacificCod",0.04,2
"Vesteraalen","Q2",57.631302,-162.637056,"Pollock",0.03,13
"Vesteraalen","Q2",57.631302,-162.637056,"RockSole",0.71,22
"Vesteraalen","Q2",57.631302,-162.637056,"StarryFlounder",0.28,1
"Vesteraalen","Q2",57.631302,-162.637056,"YellowfinSole",0.13,2
"Vesteraalen","Q3",57.465467,-162.640946,"Other",2.73,9.6030534351145
"Vesteraalen","Q3",57.465467,-162.640946,"Pollock",0.02,6
"Vesteraalen","Q3",57.465467,-162.640946,"RockSole",1.91,49.1969696969697
"Vesteraalen","Q3",57.465467,-162.640946,"StarryFlounder",0.61,1
"Vesteraalen","Q3",57.465467,-162.640946,"YellowfinSole",0.48,4.5
"Vesteraalen","Q4",57.299606,-162.644799,"Other",7.83,45.8021978021978
"Vesteraalen","Q4",57.299606,-162.644799,"Pollock",0.6,7
"Vesteraalen","Q4",57.299606,-162.644799,"RockSole",3.24,54.3233532934132
"Vesteraalen","Q4",57.299606,-162.644799,"StarryFlounder",1.48,4
"Vesteraalen","Q4",57.299606,-162.644799,"YellowfinSole",1,8
"Vesteraalen","Q5",57.133718,-162.648617,"GreatSculpin",0.7,2
"Vesteraalen","Q5",57.133718,-162.648617,"Other",22.8186685552408,64.5882406545296
"Vesteraalen","Q5",57.133718,-162.648617,"Pollock",0.85,8
"Vesteraalen","Q5",57.133718,-162.648617,"RockSole",35.0228441926346,378.333193438954
"Vesteraalen","Q5",57.133718,-162.648617,"StarryFlounder",13.139059490085,13.1830028328612
"Vesteraalen","Q5",57.133718,-162.648617,"YellowfinSole",20.6094277620397,158.534059707997
"Vesteraalen","Q6",56.967802,-162.652401,"GreatSculpin",0.37,1
"Vesteraalen","Q6",56.967802,-162.652401,"Halibut",0.29,2
"Vesteraalen","Q6",56.967802,-162.652401,"Other",59.0298186738836,103.964282167204
"Vesteraalen","Q6",56.967802,-162.652401,"Pollock",3.01,12
"Vesteraalen","Q6",56.967802,-162.652401,"RockSole",86.5536779431664,369.555029420261
"Vesteraalen","Q6",56.967802,-162.652401,"StarryFlounder",28.3277158322057,34.9006765899865
"Vesteraalen","Q6",56.967802,-162.652401,"YellowfinSole",57.8187875507443,254.79465700328
"Vesteraalen","Q7",56.801856,-162.656149,"GreatSculpin",3.08,2
"Vesteraalen","Q7",56.801856,-162.656149,"Halibut",0.33,2
"Vesteraalen","Q7",56.801856,-162.656149,"Other",51.471828009828,118.392107506393
"Vesteraalen","Q7",56.801856,-162.656149,"PacificCod",0.55,1
"Vesteraalen","Q7",56.801856,-162.656149,"Pollock",6.66,9.6
